{'id': 'AVD-2021-25745', '漏洞名称': 'Linux ingress-nginx 安全漏洞（CVE-2021-25745）', '漏洞类型': '未定义', '披露时间': '2022-04-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19073', '漏洞名称': 'Linux kernel drivers/net/wireless/ath/ath9k/htc_hst.c拒绝服务安全漏洞 ', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19067', '漏洞名称': 'Linux Kernel up to 5.3.7 amdgpu_acp.c acp_hw_init() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19061', '漏洞名称': 'Linux Kernel up to 5.3.8 adis_buffer.c adis_update_scan_mode_burst() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19054', '漏洞名称': 'Linux kernel cx23888_ir_probe()拒绝服务安全漏洞 ', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19083', '漏洞名称': 'Linux Kernel up to 5.3.7 dc clock_source_create() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19082', '漏洞名称': 'Linux Kernel up to 5.3.11 dc create_resource_pool() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19081', '漏洞名称': 'Linux Kernel up to 5.3.3 main.c nfp_flower_spawn_vnic_reprs() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19080', '漏洞名称': 'Linux Kernel up to 5.3.3 main.c nfp_flower_spawn_phy_reprs() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19079', '漏洞名称': 'Linux Kernel up to 5.2 net/qrtr/tun.c qrtr_tun_write_iter() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19078', '漏洞名称': 'Linux Kernel up to 5.3.11 usb.c ath10k_usb_hif_tx_sg() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19077', '漏洞名称': 'Linux Kernel up to 5.3.11 ib_verbs.c bnxt_re_create_srq() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19076', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19075', '漏洞名称': 'Linux Kernel up to 5.3.7 ca8210.c ca8210_probe() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19071', '漏洞名称': 'Linux Kernel up to 5.3.11 rsi_91x_mgmt.c rsi_send_beacon() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19069', '漏洞名称': 'Linux Kernel up to 5.3.8 drivers/misc/fastrpc.c fastrpc_dma_buf_attach() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19068', '漏洞名称': 'Linux kernel rtl8xxxu_submit_int_urb()拒绝服务安全漏洞 ', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19066', '漏洞名称': 'Linux Kernel 至 5.3.11 bfad_attr.c bfad_im_get_stats 资源消耗漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19065', '漏洞名称': 'Linux Kernel up to 5.3.8 sdma.c sdma_init() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19064', '漏洞名称': '在Linux kernel through 5.3.11中drivers/spi/spi-fsl-lpspi.c中fsl_lpspi_probe()函数的内存泄漏', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19063', '漏洞名称': 'Linux Kernel up to 5.3.11 usb.c rtl_usb_probe() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19062', '漏洞名称': 'Linux Kernel up to 5.3.11 crypto_user_base.c crypto_report() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19060', '漏洞名称': 'Linux Kernel up to 5.3.8 adis_buffer.c adis_update_scan_mode() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19059', '漏洞名称': 'Linux kernel iwl_pcie_ctxt_info_gen3_init()拒绝服务安全漏洞 ', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19058', '漏洞名称': 'Linux kernel alloc_sgtable()拒绝服务安全漏洞 ', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19057', '漏洞名称': 'Linux Kernel up to 5.3.11 pcie.c mwifiex_pcie_init_evt_ring() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19056', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19055', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19053', '漏洞名称': 'Linux Kernel up to 5.3.11 rpmsg_char.c rpmsg_eptdev_write_iter() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19052', '漏洞名称': 'Linux Kernel up to 5.3.10 gs_usb.c gs_can_open() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19051', '漏洞名称': 'Linux Kernel up to 5.3.10 op-rfkill.c i2400m_op_rfkill_sw_toggle() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19050', '漏洞名称': 'Linux Kernel up to 5.3.11 crypto_user_stat.c crypto_reportstat() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19049', '漏洞名称': 'Linux Kernel up to 5.3.9 drivers/of/unittest.c unittest_data_add() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19048', '漏洞名称': 'Linux Kernel 至 5.3.8 vboxguest_utils.c crypto_reportstat 资源消耗漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19047', '漏洞名称': 'Linux Kernel 至 5.3.10 health.c mlx5_fw_fatal_reporter_dump 资源消耗漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19046', '漏洞名称': '在Linux kernel through 5.3.11 的drivers/char/ipmi/ipmi_msghandler.c中__ipmi_bmc_register()函数的内存泄漏', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-19045', '漏洞名称': 'Linux Kernel 至 5.3.10 conn.c mlx5_fpga_conn_create_cq 资源消耗漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18844', '漏洞名称': 'linux acrn 可达断言', '漏洞类型': 'CWE-617', '披露时间': '2019-11-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-1416', '漏洞名称': '适用于 Linux 的 Windows 子系统特权提升漏洞', '漏洞类型': 'CWE-362', '披露时间': '2019-11-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2007-3732', '漏洞名称': 'Linux kernel内存破坏漏洞', '漏洞类型': '未定义', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2243', '漏洞名称': 'Linux kernel内存破坏漏洞', '漏洞类型': 'CWE-20', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18814', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-416', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18813', '漏洞名称': '在Linux kernel through 5.3.9中的drivers/usb/dwc3/dwc3-pci.c中的dwc3_pci_probe()函数中的内存泄漏', '漏洞类型': 'CWE-401', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18811', '漏洞名称': 'Linux内核中sound/soc/sof/ipc中的sof_set_get_large_ctrl_data()函数的内存泄漏', '漏洞类型': 'CWE-401', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18810', '漏洞名称': 'Linux Kernel up to 5.3.7 komeda_wb_connector.c komeda_wb_connector_add() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18809', '漏洞名称': 'Linux Kernel up to 5.3.8 af9005.c af9005_identify_state() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18807', '漏洞名称': 'Linux kernel内存破坏漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2014-8181', '漏洞名称': 'Linux kernel 本地信息泄露漏洞', '漏洞类型': 'CWE-665', '披露时间': '2019-11-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2006-4243', '漏洞名称': 'Linux Vserver内存破坏漏洞', '漏洞类型': 'CWE-269', '披露时间': '2019-11-06', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18683', '漏洞名称': 'Linux kernel 竞争条件问题漏洞', '漏洞类型': 'CWE-362', '披露时间': '2019-11-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-18680', '漏洞名称': '在4.4.195之前的Linux内核4.4.x中发现了一个问题', '漏洞类型': 'CWE-476', '披露时间': '2019-11-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-6470', '漏洞名称': 'Red Hat Linux Enterprise 7 DHCP 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2019-11-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-11833', '漏洞名称': 'Linux kernel存在未明漏洞（CNVD-2019-38270）', '漏洞类型': '未定义', '披露时间': '2019-10-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-11884', '漏洞名称': 'Linux kernel存在未明漏洞（CNVD-2019-38271）', '漏洞类型': '未定义', '披露时间': '2019-10-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-5735', '漏洞名称': 'SUSE Linux Enterprise Module for Server Applications 缓冲区错误漏洞', '漏洞类型': '未定义', '披露时间': '2019-10-29', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-5732', '漏洞名称': 'SUSE Linux Enterprise Module for Server Applications内存破坏漏洞', '漏洞类型': '未定义', '披露时间': '2019-10-29', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-17666', '漏洞名称': 'rtl_p2p_noa_ie在Linux内核中的drivers/net/wirless/realtek/rtlwifi/ps.c中缺少一定的上界检查，导致缓冲区溢出', '漏洞类型': 'CWE-120', '披露时间': '2019-10-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-17351', '漏洞名称': 'Xen Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-770', '披露时间': '2019-10-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-3688', '漏洞名称': 'Micro Focus SUSE Linux Enterprise Server 安全漏洞', '漏洞类型': 'CWE-276', '披露时间': '2019-10-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-17133', '漏洞名称': 'Linux Kernel 至 5.3.2 SSID net/wireless/wext-sme.c cfg80211_mgd_wext_giwessid 缓冲区溢出漏洞', '漏洞类型': 'CWE-120', '披露时间': '2019-10-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-17080', '漏洞名称': '用于Linux Mint的mintinstall（又称为软件管理器）7.9.9允许代码执行', '漏洞类型': 'CWE-502', '披露时间': '2019-10-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-17075', '漏洞名称': 'Linux Kernel 至 5.3.2 cxgb4 Driver mem.c write_tpt_entry 内存破坏漏洞', '漏洞类型': '未定义', '披露时间': '2019-10-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16995', '漏洞名称': 'Linux Kernel up to 5.0.2 net/hsr/hsr_device.c hsr_dev_finalize() 拒绝服务漏洞', '漏洞类型': 'CWE-772', '披露时间': '2019-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16994', '漏洞名称': 'Linux Kernel up to 4.x net/ipv6/sit.c sit_init_net() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16884', '漏洞名称': 'AppArmor/SELinux绕过恶意映像，该映像在/proc处指定了一个卷', '漏洞类型': 'CWE-863', '披露时间': '2019-09-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-14821', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-787', '披露时间': '2019-09-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-3689', '漏洞名称': 'Micro Focus SUSE Linux Enterprise Server nfs-utils 安全漏洞', '漏洞类型': 'CWE-276', '披露时间': '2019-09-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16413', '漏洞名称': '在5.0.4之前的Linux内核中发现了一个问题。', '漏洞类型': 'CWE-835', '披露时间': '2019-09-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15031', '漏洞名称': '在PowerPC平台上Linux kernel through 5.2.14中，本地用户可以通过中断读取其他用户进程的向量寄存器。', '漏洞类型': 'CWE-200', '披露时间': '2019-09-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15030', '漏洞名称': '在powerpc平台上的5.2.14版的Linux内核中，本地用户可以读取其他用户进程的向量寄存器。', '漏洞类型': 'CWE-862', '披露时间': '2019-09-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16234', '漏洞名称': 'Linux Kernel 5.2.14 trans.c Return Value 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-09-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16232', '漏洞名称': 'Linux Kernel 5.2.14 if_sdio.c Return Value 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-09-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16231', '漏洞名称': 'Linux Kernel 5.2.14 fjes_main.c Return Value 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-09-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16230', '漏洞名称': 'Linux Kernel 5.2.14 radeon_display.c alloc_workqueue null 指针取消引用漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-09-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-16089', '漏洞名称': 'Linux kernel 代码问题漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-09-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15916', '漏洞名称': 'Linux Kernel up to 5.0.0 net/core/net-sysfs.c register_queue_kobjects() 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-09-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15807', '漏洞名称': 'Linux Kernel up to 5.1.12 SAS Expander Discovery sas_expander.c 拒绝服务漏洞', '漏洞类型': 'CWE-401', '披露时间': '2019-08-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-11476', '漏洞名称': 'Ubuntu Linux：代码执行溢出漏洞', '漏洞类型': 'CWE-190', '披露时间': '2019-08-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15753', '漏洞名称': '硬编码的MAC老化时间为0会禁用linuxbridge中的MAC学习', '漏洞类型': 'CWE-770', '披露时间': '2019-08-29', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15666', '漏洞名称': 'Linux Kernel 至 5.0.18 Array Access net/xfrm/xfrm_user.c __xfrm_policy_unlink 越界读取漏洞', '漏洞类型': 'CWE-125', '披露时间': '2019-08-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15538', '漏洞名称': 'Linux Kernel up to 5.2.9 XFS File System fs/xfs/xfs_iops.c xfs_setattr_nonsize 拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2019-08-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15239', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-416', '披露时间': '2019-08-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15223', '漏洞名称': 'Linux kernel 代码问题漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-08-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15222', '漏洞名称': 'Linux kernel 代码问题漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-08-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15221', '漏洞名称': '在5.1.17之前的Linux内核中发现了一个问题', '漏洞类型': 'CWE-476', '披露时间': '2019-08-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-18552', '漏洞名称': 'Linux kernel 缓冲区错误漏洞', '漏洞类型': 'CWE-787', '披露时间': '2019-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-18550', '漏洞名称': 'Linux kernel 信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2019-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-18549', '漏洞名称': 'Linux kernel 信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2019-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2016-10906', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-362', '披露时间': '2019-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2016-10905', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-416', '披露时间': '2019-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2018-20976', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-416', '披露时间': '2019-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15099', '漏洞名称': 'Linux Kernel up to 5.2.8 Endpoint Descriptor usb.c 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-08-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-15098', '漏洞名称': 'Linux Kernel 至 5.2.8 Endpoint Descriptor usb.c null 指针取消引用漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-08-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-18509', '漏洞名称': 'Linux kernel 输入验证错误漏洞', '漏洞类型': 'CWE-20', '披露时间': '2019-08-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-1185', '漏洞名称': '适用于 Linux 的 Windows 子系统特权提升漏洞', '漏洞类型': '未定义', '披露时间': '2019-08-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2018-20961', '漏洞名称': 'Linux Kernel 至 4.16.3 f_midi.c f_midi_set_alt 双重释放漏洞', '漏洞类型': 'CWE-415', '披露时间': '2019-08-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-14452', '漏洞名称': 'ubuntu linux 目录遍历漏洞', '漏洞类型': 'CWE-22', '披露时间': '2019-07-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2018-16871', '漏洞名称': 'Linux Kernel up to 3.x/4.20 NFS NULL Pointer Dereference 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2019-07-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2017-18379', '漏洞名称': 'Linux Kernel 至 4.13 drivers/nvme/target/fc.c 内存破坏漏洞', '漏洞类型': 'CWE-119', '披露时间': '2019-07-28', '漏洞状态': 'CVE'}
{'id': 'AVD-2016-10764', '漏洞名称': 'Linux kernel 缓冲区错误漏洞', '漏洞类型': 'CWE-119', '披露时间': '2019-07-28', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-11693', '漏洞名称': 'Linux上WebGL bufferdata中的缓冲区溢出', '漏洞类型': 'CWE-119', '披露时间': '2019-07-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-1010245', '漏洞名称': 'Linux Foundation ONOS SDN Controller 输入验证错误漏洞', '漏洞类型': 'CWE-20', '披露时间': '2019-07-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-13648', '漏洞名称': 'linux kernel 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2019-07-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-1010250', '漏洞名称': 'Linux Foundation ONOS 输入验证错误漏洞', '漏洞类型': 'CWE-20', '披露时间': '2019-07-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2019-1010249', '漏洞名称': 'Linux Foundation ONOS 输入验证错误漏洞', '漏洞类型': 'CWE-190', '披露时间': '2019-07-19', '漏洞状态': 'CVE'}
